               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.029064,            0.021332,           0.0063254,             0.95015,             0.93924,             0.96172,              0.5837,            0.034254,            0.022635,           0.0077381,            0.002377,            0.002377,            0.002377
                 156,            0.027968,            0.022249,           0.0057714,             0.93724,             0.96453,             0.96294,             0.57408,            0.034466,            0.022659,           0.0079676,           0.0023275,           0.0023275,           0.0023275
                 157,            0.027735,            0.021346,           0.0058404,             0.93028,             0.96035,             0.96523,             0.58699,            0.034415,             0.02276,           0.0079309,            0.002278,            0.002278,            0.002278
                 158,            0.028058,            0.021057,           0.0059265,             0.95066,              0.9446,             0.96108,             0.58445,            0.033967,            0.022508,           0.0081261,           0.0022285,           0.0022285,           0.0022285
                 159,            0.027814,             0.02157,           0.0058075,             0.93315,             0.95721,             0.96129,             0.59267,            0.033771,            0.022434,           0.0078498,            0.002179,            0.002179,            0.002179
                 160,            0.028255,            0.021184,           0.0060278,             0.95086,             0.96555,             0.96982,             0.58319,            0.034215,            0.022484,           0.0076841,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028246,            0.022479,           0.0059971,             0.95531,             0.96401,             0.96759,             0.58581,             0.03423,            0.022502,           0.0076852,             0.00208,             0.00208,             0.00208
                 162,            0.027767,            0.021757,           0.0058188,             0.95401,             0.96024,             0.96434,             0.59139,            0.034159,            0.022748,            0.007812,           0.0020305,           0.0020305,           0.0020305
                 163,            0.027795,            0.021375,           0.0056581,             0.95697,              0.9609,              0.9647,             0.59093,            0.033942,            0.023057,           0.0077921,            0.001981,            0.001981,            0.001981
                 164,            0.027921,            0.021806,           0.0058343,             0.96222,             0.96561,             0.96528,             0.59461,            0.033941,            0.022975,           0.0077214,           0.0019315,           0.0019315,           0.0019315
                 165,            0.027814,            0.021694,           0.0060923,             0.96641,             0.95395,             0.96412,             0.58878,            0.033985,            0.023001,           0.0078265,            0.001882,            0.001882,            0.001882
                 166,            0.027916,              0.0218,           0.0059591,             0.94972,             0.95731,              0.9666,             0.59574,            0.034143,            0.023099,           0.0079232,           0.0018325,           0.0018325,           0.0018325
                 167,            0.028141,            0.022523,            0.006005,              0.9641,             0.94776,             0.96864,             0.58827,            0.034236,            0.023079,           0.0079121,            0.001783,            0.001783,            0.001783
                 168,             0.02802,            0.021462,           0.0060044,             0.96574,             0.95314,             0.97299,             0.57597,            0.034382,            0.022855,           0.0079266,           0.0017335,           0.0017335,           0.0017335
                 169,            0.028207,            0.022277,           0.0058006,             0.95506,             0.95389,             0.96838,             0.57619,             0.03426,            0.022922,           0.0079935,            0.001684,            0.001684,            0.001684
                 170,            0.027535,            0.021162,           0.0057628,             0.95367,             0.95573,             0.96897,             0.57832,             0.03443,            0.023318,           0.0078505,           0.0016345,           0.0016345,           0.0016345
                 171,            0.027204,            0.020751,            0.005283,             0.95874,             0.96338,             0.97132,             0.57979,            0.034295,            0.023228,           0.0078139,            0.001585,            0.001585,            0.001585
                 172,            0.027643,            0.021858,           0.0058979,                0.95,              0.9577,              0.9659,             0.57284,            0.034463,            0.023585,           0.0078457,           0.0015355,           0.0015355,           0.0015355
                 173,            0.027789,             0.02067,           0.0055524,              0.9625,             0.94064,             0.96866,             0.58105,            0.034534,            0.023978,           0.0078717,            0.001486,            0.001486,            0.001486
                 174,            0.027952,            0.021568,           0.0061217,             0.95766,             0.94353,             0.96686,             0.58909,            0.034283,            0.023907,           0.0079088,           0.0014365,           0.0014365,           0.0014365
                 175,            0.027557,             0.02195,           0.0057429,             0.96604,             0.95431,             0.96878,              0.5915,            0.034045,            0.023495,           0.0079904,            0.001387,            0.001387,            0.001387
                 176,            0.027439,            0.021024,           0.0058888,             0.96484,             0.95781,             0.96868,             0.59072,            0.033933,            0.023295,            0.008034,           0.0013375,           0.0013375,           0.0013375
                 177,            0.027212,            0.022034,           0.0058559,             0.96117,             0.95859,             0.96844,              0.5903,            0.034145,            0.023574,           0.0081178,            0.001288,            0.001288,            0.001288
                 178,             0.02754,            0.023198,           0.0061992,             0.96199,             0.95592,             0.96522,             0.58377,            0.033957,            0.023319,           0.0080977,           0.0012385,           0.0012385,           0.0012385
                 179,            0.027154,            0.022119,            0.005803,             0.96543,             0.95475,              0.9652,             0.58028,            0.034108,            0.023296,           0.0079872,            0.001189,            0.001189,            0.001189
                 180,            0.027593,            0.022465,           0.0058384,             0.95945,             0.95456,             0.96243,             0.57895,            0.034181,            0.023302,           0.0078549,           0.0011395,           0.0011395,           0.0011395
                 181,            0.027566,            0.021695,           0.0059773,             0.95625,             0.95338,             0.96899,             0.58114,            0.034072,             0.02322,           0.0078611,             0.00109,             0.00109,             0.00109
                 182,            0.026735,            0.020587,           0.0057411,             0.96392,             0.95131,             0.96904,             0.58245,            0.034202,            0.023397,           0.0079871,           0.0010405,           0.0010405,           0.0010405
                 183,            0.026464,            0.018916,           0.0055293,             0.95674,             0.96373,             0.97336,             0.58254,            0.034324,            0.023632,           0.0079848,            0.000991,            0.000991,            0.000991
                 184,            0.027168,            0.022761,           0.0056185,             0.96119,              0.9525,             0.97375,              0.5842,            0.034417,            0.023695,           0.0080137,           0.0009415,           0.0009415,           0.0009415
                 185,            0.026745,            0.022103,           0.0058455,             0.96095,             0.95275,             0.97391,             0.59259,            0.034099,            0.023705,            0.007973,            0.000892,            0.000892,            0.000892
                 186,             0.02745,            0.020912,            0.005831,             0.95553,             0.93842,             0.96805,             0.59131,            0.034017,            0.023671,           0.0079807,           0.0008425,           0.0008425,           0.0008425
                 187,            0.027751,            0.021801,           0.0058614,             0.95593,             0.93798,             0.96745,             0.58838,            0.033936,             0.02366,           0.0080023,            0.000793,            0.000793,            0.000793
                 188,            0.027268,            0.021909,           0.0058658,             0.94987,             0.93339,             0.96244,             0.59225,            0.034018,            0.023728,           0.0080604,           0.0007435,           0.0007435,           0.0007435
                 189,            0.026439,            0.020933,           0.0056964,             0.95405,             0.93849,             0.96558,             0.58946,            0.034161,            0.023668,           0.0081249,            0.000694,            0.000694,            0.000694
                 190,            0.026682,            0.020027,           0.0053609,             0.95271,             0.94234,             0.96586,             0.59016,            0.034039,            0.023643,           0.0081057,           0.0006445,           0.0006445,           0.0006445
                 191,            0.027116,            0.021116,           0.0058004,             0.94204,             0.96132,             0.96636,             0.58434,            0.034109,            0.023584,           0.0080941,            0.000595,            0.000595,            0.000595
                 192,            0.026565,            0.022204,           0.0053947,             0.96011,             0.95948,             0.96699,             0.58768,            0.033905,            0.023487,           0.0080253,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02646,            0.020047,           0.0056551,             0.95382,             0.95506,             0.96442,             0.58947,            0.033871,            0.023445,           0.0079411,            0.000496,            0.000496,            0.000496
                 194,            0.027694,            0.020577,           0.0061256,             0.95307,             0.96002,             0.96337,             0.58645,            0.033904,            0.023368,           0.0078509,           0.0004465,           0.0004465,           0.0004465
                 195,            0.026801,            0.021913,           0.0056735,             0.95354,             0.96043,             0.96456,             0.58778,             0.03397,            0.023347,           0.0078206,            0.000397,            0.000397,            0.000397
                 196,            0.026955,            0.021626,           0.0057667,              0.9542,             0.96055,             0.96506,             0.59328,            0.034166,            0.023518,            0.007832,           0.0003475,           0.0003475,           0.0003475
                 197,            0.026499,            0.020695,           0.0057079,             0.94532,             0.94622,             0.96409,             0.59003,            0.034176,            0.023501,           0.0078561,            0.000298,            0.000298,            0.000298
                 198,            0.026349,             0.02233,           0.0054095,             0.95027,             0.96071,             0.96502,             0.59141,            0.034004,            0.023498,           0.0078883,           0.0002485,           0.0002485,           0.0002485
                 199,            0.026619,            0.021136,           0.0055609,             0.95056,             0.95969,             0.96647,             0.58995,            0.033952,             0.02346,           0.0079042,            0.000199,            0.000199,            0.000199
